timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,network_vehicle_count,neighbor_count,neighbor_distance,relative_speed,in_rsu_range,application_type,application_priority,channel_id,channel_name,channel_utilization,interference_dbm,sinr_db,throughput_mbps,latency_ms,packet_delivery_ratio,policy
78.0,2,car,3990.77,13213.39,15.42,1.3,364688017#2_1,364688017#2,26,0,623.03,0.17,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.154,-150.0,-59.78,0.058,69.68,0.0,GREEDY
78.0,20,motorcycle,3073.55,9628.71,11.02,1.29,:305092015_7_0,:305092015_7,26,0,630.06,0.63,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.154,-123.36,-10.63,2.394,2.03,0.0119,GREEDY
78.0,21,motorcycle,8749.26,13319.33,4.69,0.0,61418770#2_0,61418770#2,26,0,2208.88,9.82,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.154,-150.0,-49.99,0.003,1386.73,0.0,GREEDY
78.0,22,car,2568.29,6655.31,9.29,2.15,1101675564_0,1101675564,26,1,138.24,3.29,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.154,-138.14,21.85,145.334,0.44,0.999,GREEDY
78.0,23,car,7981.49,11248.18,14.51,1.12,1446434055_0,1446434055,26,0,2208.88,9.82,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.154,-150.0,-60.0,0.014,277.64,0.0,GREEDY
78.0,24,truck,3660.12,9354.28,5.99,1.2,:305145987_1_0,:305145987_1,26,0,484.74,4.4,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.154,-147.31,-49.65,0.058,69.67,0.0,GREEDY
78.0,25,car,2194.75,9942.57,16.03,0.02,-28186784#17_0,-28186784#17,26,0,575.41,7.28,0,safety,1,3,CH3_5.90GHz_V2I,0.154,-127.91,-21.36,0.21,11.78,0.0002,GREEDY
78.0,3,car,3342.72,7387.94,15.45,-0.4,27934854#2_1,27934854#2,26,0,713.69,2.01,0,infotainment,5,1,CH1_5.86GHz_V2V,0.192,-134.83,-38.97,0.002,21865.29,0.0,GREEDY
78.0,4,motorcycle,1625.04,9110.42,6.32,1.63,:12709621385_1_0,:12709621385_1,26,0,697.94,2.43,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.192,-110.37,-26.86,0.03,135.26,0.0,GREEDY
78.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,26,1,289.09,11.31,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.192,-131.54,-13.53,0.626,6.95,0.0043,GREEDY
78.0,6,bus,5603.74,8549.54,4.19,-3.5,1167253341_1,1167253341,26,1,254.08,6.53,0,safety,1,1,CH1_5.86GHz_V2V,0.192,-142.49,-5.19,3.817,1.18,0.0748,GREEDY
78.0,7,car,2430.19,6649.11,6.0,-3.86,1105002220#3_0,1105002220#3,26,1,138.24,3.29,0,safety,1,2,CH2_5.88GHz_EMERG,0.192,-131.56,27.0,89.719,0.58,0.9998,GREEDY
78.0,8,car,3397.62,8549.7,10.64,-3.55,631197944#2_2,631197944#2,26,0,504.21,2.8,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.192,-132.53,-21.02,0.114,352.5,0.0003,GREEDY
78.0,9,car,4120.94,12452.27,15.53,-0.71,-112994290#1_0,-112994290#1,26,1,167.7,0.06,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.154,-141.14,6.89,51.152,0.43,0.8471,GREEDY
79.0,0,car,2000.96,8496.17,7.46,-0.1,:6417408793_2_0,:6417408793_2,27,0,715.51,1.28,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.148,-136.19,-22.73,0.153,26.41,0.0002,GREEDY
79.0,1,car,4133.13,7515.99,10.9,-0.41,232422095#2_0,232422095#2,27,1,299.98,10.9,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.148,-112.85,-28.34,0.211,57.14,0.0,GREEDY
79.0,10,car,7552.99,8729.31,15.34,2.05,-1212554490#1_0,-1212554490#1,27,0,1958.33,10.22,0,safety,1,1,CH1_5.86GHz_V2V,0.185,-141.93,-42.54,0.001,1664.16,0.0,GREEDY
79.0,11,car,2471.58,7193.23,12.77,-1.12,-658055096#0_0,-658055096#0,27,0,538.71,5.64,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.148,-134.07,-34.49,0.051,78.3,0.0,GREEDY
79.0,12,car,3550.3,8057.26,12.98,-0.45,31281091#11_0,31281091#11,27,0,518.63,5.27,0,infotainment,5,1,CH1_5.86GHz_V2V,0.185,-128.37,-18.66,0.195,205.65,0.0007,GREEDY
79.0,13,car,3678.35,9839.54,10.88,0.49,654400036#0_0,654400036#0,27,0,492.54,3.83,0,safety,1,2,CH2_5.88GHz_EMERG,0.185,-137.58,-32.83,0.008,319.76,0.0,GREEDY
79.0,14,car,4042.82,12590.12,15.5,-0.09,31231534_0,31231534,27,1,145.91,0.5,0,safety,1,3,CH3_5.90GHz_V2I,0.185,-143.19,24.18,160.729,0.53,0.9996,GREEDY
79.0,15,car,5528.46,7192.68,16.1,0.63,-232414182#1_0,-232414182#1,27,0,489.67,2.21,0,safety,1,1,CH1_5.86GHz_V2V,0.185,-126.02,-18.12,0.221,11.39,0.0008,GREEDY
79.0,16,car,5396.06,8419.76,12.89,2.18,-1157609914#0_0,-1157609914#0,27,1,246.36,7.77,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.148,-138.27,-44.19,0.058,208.28,0.0,GREEDY
79.0,17,car,1642.63,9812.51,8.55,-0.2,332775565_0,332775565,27,0,577.81,7.57,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.185,-115.62,-29.55,0.016,2502.85,0.0,GREEDY
79.0,18,motorcycle,1982.66,10926.13,5.91,0.38,:11853713921_3_0,:11853713921_3,27,0,993.75,10.21,0,safety,1,2,CH2_5.88GHz_EMERG,0.185,-116.05,-39.32,0.002,1423.03,0.0,GREEDY
79.0,19,car,5205.9,7611.31,16.1,0.69,24307941#4_0,24307941#4,27,0,366.45,2.21,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.148,-119.93,-59.04,0.058,69.65,0.0,GREEDY
79.0,2,car,4000.94,13201.09,16.0,0.58,364688017#2_1,364688017#2,27,0,612.4,0.5,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.148,-124.92,-20.97,0.23,52.59,0.0003,GREEDY
79.0,20,motorcycle,3082.28,9618.23,13.63,2.62,27785792#3_0,27785792#3,27,0,635.83,2.75,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.148,-140.46,-31.32,0.021,188.36,0.0,GREEDY
79.0,21,motorcycle,8744.77,13320.69,4.69,0.0,61418770#2_0,61418770#2,27,0,2200.63,9.29,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.148,-150.0,-60.0,0.014,277.61,0.0,GREEDY
79.0,22,car,2560.8,6658.88,11.5,2.21,1101675564_0,1101675564,27,1,130.86,4.37,0,infotainment,5,3,CH3_5.90GHz_V2I,0.185,-126.84,29.68,197.195,0.72,0.9999,GREEDY
79.0,23,car,7995.02,11251.72,13.98,-0.53,1446434055_0,1446434055,27,0,2200.63,9.29,0,safety,1,3,CH3_5.90GHz_V2I,0.185,-150.0,-46.66,0.003,832.34,0.0,GREEDY
79.0,24,truck,3658.87,9347.39,7.05,1.07,:305145987_1_0,:305145987_1,27,0,492.54,3.83,0,infotainment,5,1,CH1_5.86GHz_V2V,0.185,-134.27,-33.51,0.006,6226.57,0.0,GREEDY
79.0,25,car,2202.11,9956.91,16.12,0.08,:cluster_309593121_309593188_9_0,:cluster_309593121_309593188_9,27,0,577.81,7.57,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.185,-122.75,-29.96,0.015,2750.35,0.0,GREEDY
79.0,26,car,5565.68,7680.93,13.89,0.0,1531594653#1_0,1531594653#1,27,0,366.45,2.21,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.148,-125.11,-41.49,0.058,69.65,0.0,GREEDY
79.0,3,car,3326.49,7389.23,16.27,0.82,27934854#2_1,27934854#2,27,0,704.52,3.29,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.185,-144.04,-33.15,0.007,573.12,0.0,GREEDY
79.0,4,motorcycle,1633.57,9110.16,8.74,2.41,1031526548_0,1031526548,27,0,702.41,0.19,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.185,-135.75,-32.59,0.016,252.0,0.0,GREEDY
79.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,27,1,299.98,10.9,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.148,-119.32,-40.39,0.014,832.15,0.0,GREEDY
79.0,6,bus,5602.5,8554.21,5.12,0.93,:cluster_1608973482_650140477_13_0,:cluster_1608973482_650140477_13,27,1,246.36,7.77,0,safety,1,1,CH1_5.86GHz_V2V,0.185,-129.71,-4.65,4.252,1.08,0.0889,GREEDY
79.0,7,car,2429.97,6656.13,7.13,1.13,:3161255798_4_0,:3161255798_4,27,1,130.86,4.37,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.148,-150.0,-2.6,252.716,0.38,0.1666,GREEDY
79.0,8,car,3401.2,8554.0,7.71,-2.93,:cluster_3239004162_3801692755_4_0,:cluster_3239004162_3801692755_4,27,0,518.63,5.27,0,infotainment,5,3,CH3_5.90GHz_V2I,0.185,-138.14,-23.27,0.135,295.83,0.0001,GREEDY
79.0,9,car,4122.91,12468.15,16.0,0.47,-112994290#1_0,-112994290#1,27,1,145.91,0.5,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.148,-118.89,33.66,223.618,0.35,1.0,GREEDY
80.0,0,car,2004.89,8489.58,7.66,0.2,684917326#2_0,684917326#2,27,0,717.77,3.09,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.185,-120.06,-30.24,0.027,147.17,0.0,GREEDY
80.0,1,car,4133.45,7527.39,11.41,0.5,232422095#2_0,232422095#2,27,0,311.38,11.41,0,infotainment,5,1,CH1_5.86GHz_V2V,0.148,-126.93,-15.27,0.423,94.98,0.0024,GREEDY
80.0,10,car,7553.23,8713.84,15.47,0.13,-1212554490#1_0,-1212554490#1,27,0,1962.24,9.46,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.185,-150.0,-60.0,0.014,277.79,0.0,GREEDY
80.0,11,car,2473.77,7206.16,13.11,0.34,-658055096#0_0,-658055096#0,27,0,547.92,5.41,0,safety,1,1,CH1_5.86GHz_V2V,0.148,-114.21,-20.88,0.117,20.79,0.0002,GREEDY
80.0,12,car,3547.69,8044.37,13.15,0.17,31281091#11_0,31281091#11,27,0,533.59,8.25,0,safety,1,2,CH2_5.88GHz_EMERG,0.148,-138.67,-30.95,0.012,207.26,0.0,GREEDY
80.0,13,car,3689.13,9841.66,10.99,0.11,654400036#0_0,654400036#0,27,0,503.4,2.68,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.185,-138.32,-26.22,0.069,174.85,0.0,GREEDY
80.0,14,car,4058.93,12588.73,16.17,0.67,31231534_0,31231534,27,1,123.48,0.16,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.185,-150.0,10.24,353.22,0.55,0.9471,GREEDY
80.0,15,car,5544.91,7193.31,16.46,0.37,-232414182#1_0,-232414182#1,27,0,489.18,2.41,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.148,-142.38,-26.76,0.03,1317.92,0.0,GREEDY
80.0,16,car,5398.82,8433.7,14.24,1.35,-1157609914#0_0,-1157609914#0,27,1,233.61,8.23,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.185,-141.03,-49.69,0.058,208.47,0.0,GREEDY
80.0,17,car,1651.78,9817.24,10.27,1.73,332775565_0,332775565,27,0,578.78,6.2,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.185,-133.96,-36.23,0.007,1744.54,0.0,GREEDY
80.0,18,motorcycle,1984.49,10918.8,7.58,1.67,:11853713921_3_0,:11853713921_3,27,0,973.6,8.89,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.185,-150.0,-60.0,0.058,69.84,0.0,GREEDY
80.0,19,car,5222.55,7611.95,16.66,0.57,24307941#4_0,24307941#4,27,0,363.84,2.61,0,safety,1,3,CH3_5.90GHz_V2I,0.148,-131.07,-28.45,0.041,58.63,0.0,GREEDY
80.0,2,car,4008.62,13186.78,16.47,0.46,364688017#2_0,364688017#2,27,0,600.16,0.3,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.185,-138.72,-29.6,0.032,127.02,0.0,GREEDY
80.0,20,motorcycle,3089.58,9609.48,11.4,-2.24,27785792#3_0,27785792#3,27,0,630.91,3.09,0,safety,1,1,CH1_5.86GHz_V2V,0.148,-135.76,-22.6,0.079,30.68,0.0001,GREEDY
80.0,21,motorcycle,8739.77,13322.2,5.23,0.54,:1371947739_0_0,:1371947739_0,27,0,2192.3,9.05,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.185,-149.86,-60.0,0.014,277.79,0.0,GREEDY
80.0,22,car,2549.63,6658.62,11.18,-0.32,1101675564_0,1101675564,27,1,125.44,3.48,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.185,-150.0,1.98,136.579,0.6,0.4981,GREEDY
80.0,23,car,8008.83,11255.34,14.28,0.29,1446434055_0,1446434055,27,0,2192.3,9.05,0,safety,1,2,CH2_5.88GHz_EMERG,0.148,-150.0,-45.34,0.001,1663.97,0.0,GREEDY
80.0,24,truck,3659.63,9339.13,8.31,1.25,:4032342291_6_0,:4032342291_6,27,0,503.4,2.68,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.185,-150.0,-57.81,0.058,69.83,0.0,GREEDY
80.0,25,car,2209.6,9971.58,16.47,0.35,-28186784#13_0,-28186784#13,27,0,578.78,6.2,0,infotainment,5,3,CH3_5.90GHz_V2I,0.148,-141.73,-23.62,0.125,319.91,0.0001,GREEDY
80.0,26,car,5579.73,7681.25,14.05,0.16,1531594653#1_0,1531594653#1,27,0,363.84,2.61,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.185,-148.96,-52.65,0.058,208.47,0.0,GREEDY
80.0,3,car,3310.73,7393.68,16.06,-0.21,27934854#2_0,27934854#2,27,0,692.49,2.91,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.148,-126.37,-29.23,0.017,232.6,0.0,GREEDY
80.0,4,motorcycle,1644.28,9110.19,10.75,2.01,:9506746889_0_0,:9506746889_0,27,0,707.09,0.48,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.148,-140.29,-15.78,0.376,10.97,0.002,GREEDY
80.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,27,0,311.38,11.41,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.148,-130.96,-18.83,0.376,10.98,0.0007,GREEDY
80.0,6,bus,5597.27,8556.96,6.01,0.89,:cluster_1608973482_650140477_13_0,:cluster_1608973482_650140477_13,27,1,233.61,8.23,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.185,-133.9,-11.55,1.951,2.57,0.0086,GREEDY
80.0,7,car,2424.2,6660.49,7.7,0.57,:3161255798_4_0,:3161255798_4,27,1,125.44,3.48,0,safety,1,3,CH3_5.90GHz_V2I,0.148,-134.98,32.61,216.703,0.34,1.0,GREEDY
80.0,8,car,3403.54,8558.12,4.9,-2.81,:cluster_3239004162_3801692755_4_0,:cluster_3239004162_3801692755_4,27,0,533.59,8.25,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.185,-150.0,-31.99,0.091,44.36,0.0,GREEDY
80.0,9,car,4124.91,12484.35,16.33,0.33,-112994290#1_0,-112994290#1,27,1,123.48,0.16,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.185,-150.0,-5.18,152.889,0.54,0.0749,GREEDY
81.0,0,car,2008.55,8483.45,7.14,-0.52,684917326#2_0,684917326#2,27,0,718.91,6.03,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.185,-135.89,-9.63,2.982,4.54,0.0168,GREEDY
81.0,1,car,4133.78,7539.28,11.9,0.49,232422095#2_0,232422095#2,27,0,323.28,11.9,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.185,-148.56,-38.82,0.019,634.29,0.0,GREEDY
81.0,10,car,7551.64,8698.21,15.78,0.32,-1212554490#1_0,-1212554490#1,27,0,1965.99,9.03,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.185,-133.89,-35.85,0.007,534.21,0.0,GREEDY
81.0,11,car,2476.03,7219.54,13.57,0.46,-658055096#0_0,-658055096#0,27,0,561.33,6.64,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.185,-134.08,-43.85,0.014,277.79,0.0,GREEDY
81.0,12,car,3545.09,8031.54,13.09,-0.06,31281091#11_0,31281091#11,27,0,551.94,5.71,0,safety,1,1,CH1_5.86GHz_V2V,0.185,-138.03,-25.01,0.045,53.35,0.0,GREEDY
81.0,13,car,3699.98,9844.48,11.21,0.22,:10862180936_7_0,:10862180936_7,27,0,516.09,1.9,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.148,-150.0,-57.08,0.058,69.65,0.0,GREEDY
81.0,14,car,4074.25,12587.42,15.37,-0.8,31231534_0,31231534,27,1,101.83,0.64,0,safety,1,2,CH2_5.88GHz_EMERG,0.148,-139.39,33.75,112.123,0.35,1.0,GREEDY
81.0,15,car,5560.94,7193.92,16.04,-0.42,-232414182#1_0,-232414182#1,27,0,488.44,5.63,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.148,-149.0,-53.3,0.058,208.29,0.0,GREEDY
81.0,16,car,5399.58,8449.36,15.68,1.44,-1157609914#0_0,-1157609914#0,27,1,219.88,8.93,0,infotainment,5,3,CH3_5.90GHz_V2I,0.148,-119.14,-10.69,2.363,17.26,0.0116,GREEDY
81.0,17,car,1662.7,9822.94,12.29,2.02,332775565_0,332775565,27,0,577.32,3.31,0,safety,1,3,CH3_5.90GHz_V2I,0.148,-120.46,-19.48,0.323,7.75,0.0005,GREEDY
81.0,18,motorcycle,1989.66,10910.58,9.59,2.01,1251954790#1_0,1251954790#1,27,0,952.56,6.01,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.148,-143.31,-29.74,0.015,261.81,0.0,GREEDY
81.0,19,car,5238.9,7612.58,16.36,-0.3,24307941#4_0,24307941#4,27,0,357.94,5.95,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.148,-119.83,-22.22,0.172,23.53,0.0002,GREEDY
81.0,2,car,4019.01,13174.21,16.27,-0.2,364688017#2_0,364688017#2,27,0,589.38,0.9,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.185,-139.31,-22.74,0.153,26.61,0.0002,GREEDY
81.0,20,motorcycle,3093.99,9604.19,6.9,-4.5,27785792#3_0,27785792#3,27,0,629.64,2.41,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.185,-140.84,-51.64,0.014,277.79,0.0,GREEDY
81.0,21,motorcycle,8734.94,13323.67,5.04,-0.19,:1371947739_0_0,:1371947739_0,27,0,2184.33,8.88,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.148,-150.0,-60.0,0.058,69.65,0.0,GREEDY
81.0,22,car,2537.49,6658.42,12.14,0.96,1101675564_0,1101675564,27,1,120.19,5.21,0,infotainment,5,1,CH1_5.86GHz_V2V,0.185,-101.18,27.59,91.689,0.95,0.9999,GREEDY
81.0,23,car,8022.29,11258.86,13.92,-0.36,1446434055_0,1446434055,27,0,2184.33,8.88,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.185,-147.17,-38.94,0.002,2173.95,0.0,GREEDY
81.0,24,truck,3660.74,9329.88,9.31,1.0,:4032342291_6_0,:4032342291_6,27,0,516.09,1.9,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.148,-124.02,-19.48,0.162,25.05,0.0005,GREEDY
81.0,25,car,2216.67,9985.47,15.6,-0.87,:309593212_3_0,:309593212_3,27,0,577.32,3.31,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.148,-126.98,-29.11,0.035,113.22,0.0,GREEDY
81.0,26,car,5590.14,7681.49,10.41,-3.64,1531594653#1_0,1531594653#1,27,0,357.94,5.95,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.185,-131.03,-22.77,0.152,26.8,0.0002,GREEDY
81.0,3,car,3295.04,7394.88,15.72,-0.34,27934854#3_0,27934854#3,27,0,684.0,2.63,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.185,-129.72,-37.99,0.005,2616.09,0.0,GREEDY
81.0,4,motorcycle,1657.17,9110.64,13.17,2.42,:9506746889_0_0,:9506746889_0,27,0,712.32,0.88,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.185,-129.85,-45.1,0.014,277.79,0.0,GREEDY
81.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,27,0,323.28,11.9,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.148,-150.0,-45.93,0.058,69.65,0.0,GREEDY
81.0,6,bus,5590.64,8558.18,6.75,0.74,1371062099#1_1,1371062099#1,27,1,219.88,8.93,0,safety,1,1,CH1_5.86GHz_V2V,0.185,-144.02,1.27,12.264,0.71,0.4365,GREEDY
81.0,7,car,2417.33,6661.29,6.93,-0.77,:10081485217_4_0,:10081485217_4,27,1,120.19,5.21,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.185,-95.88,21.82,72.594,0.57,0.999,GREEDY
81.0,8,car,3401.45,8564.46,7.38,2.49,:cluster_3239004162_3801692755_15_0,:cluster_3239004162_3801692755_15,27,0,551.94,5.71,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.148,-126.74,-21.6,0.1,40.51,0.0003,GREEDY
81.0,9,car,4126.88,12500.24,16.01,-0.32,-112994290#1_0,-112994290#1,27,1,101.83,0.64,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.185,-146.47,18.86,628.543,0.53,0.9973,GREEDY
82.0,0,car,2012.09,8477.54,6.9,-0.25,684917326#2_0,684917326#2,28,0,717.98,8.13,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.179,-126.83,-33.26,0.014,294.11,0.0,GREEDY
82.0,1,car,4134.23,7551.03,11.76,-0.14,232422095#2_0,232422095#2,28,0,335.04,11.76,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.179,-134.38,-23.74,0.608,7.06,0.0001,GREEDY
82.0,10,car,7545.53,8683.23,16.19,0.41,-1212554490#1_0,-1212554490#1,28,0,1966.35,8.55,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.143,-150.0,-60.0,0.058,69.63,0.0,GREEDY
82.0,11,car,2478.03,7231.31,11.94,-1.63,-658055096#0_0,-658055096#0,28,0,573.08,2.64,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.179,-131.65,-30.31,0.027,149.48,0.0,GREEDY
82.0,12,car,3542.38,8018.14,13.67,0.58,31281091#11_0,31281091#11,28,0,569.27,5.83,0,infotainment,5,1,CH1_5.86GHz_V2V,0.179,-141.73,-17.87,0.234,171.78,0.001,GREEDY
82.0,13,car,3709.49,9846.83,9.79,-1.43,654400036#1_0,654400036#1,28,0,529.65,0.91,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.143,-150.0,-57.98,0.058,208.26,0.0,GREEDY
82.0,14,car,4090.56,12586.02,16.37,1.0,31231534_0,31231534,28,1,83.38,4.86,0,safety,1,1,CH1_5.86GHz_V2V,0.179,-121.95,31.0,103.004,0.5,1.0,GREEDY
82.0,15,car,5576.46,7194.51,15.53,-0.51,-232414182#1_0,-232414182#1,28,0,487.49,9.62,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.179,-140.5,-24.25,0.108,111.24,0.0001,GREEDY
82.0,16,car,5400.36,8465.44,16.09,0.41,-1157609914#0_0,-1157609914#0,28,1,205.39,8.45,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.179,-147.99,-25.2,0.435,9.68,0.0001,GREEDY
82.0,17,car,1675.93,9829.14,14.73,2.44,1357130528#0_0,1357130528#0,28,0,574.16,1.44,0,safety,1,2,CH2_5.88GHz_EMERG,0.179,-117.27,-29.47,0.016,147.91,0.0,GREEDY
82.0,18,motorcycle,1997.84,10901.79,11.88,2.29,1251954790#1_0,1251954790#1,28,0,491.88,5.72,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.143,-150.0,-60.0,0.058,69.63,0.0,GREEDY
82.0,19,car,5254.61,7613.18,15.72,-0.64,:306615014_7_0,:306615014_7,28,0,348.23,9.81,0,safety,1,3,CH3_5.90GHz_V2I,0.143,-117.23,-19.5,0.322,7.76,0.0005,GREEDY
82.0,2,car,4029.29,13161.77,16.1,-0.17,364688017#2_0,364688017#2,28,0,579.0,0.27,0,safety,1,1,CH1_5.86GHz_V2V,0.179,-122.74,-27.01,0.029,84.21,0.0,GREEDY
82.0,20,motorcycle,3100.75,9598.02,9.29,2.39,:305092006_7_0,:305092006_7,28,0,626.91,1.41,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.179,-131.06,-27.54,0.051,79.25,0.0,GREEDY
82.0,21,motorcycle,8729.13,13325.44,6.07,1.02,:1371947739_0_0,:1371947739_0,28,0,2176.22,8.27,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.179,-150.0,-60.0,0.014,277.76,0.0,GREEDY
82.0,22,car,2526.12,6658.42,11.38,-0.76,1101675564_0,1101675564,28,1,118.08,2.08,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.143,-150.0,-5.03,157.518,0.33,0.0786,GREEDY
82.0,23,car,8036.16,11262.5,14.34,0.42,1446434055_0,1446434055,28,0,2176.22,8.27,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.143,-146.07,-50.09,0.003,1386.68,0.0,GREEDY
82.0,24,truck,3662.29,9319.29,10.7,1.39,-778508081#0_0,-778508081#0,28,0,529.65,0.91,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.179,-125.99,-27.19,0.055,73.13,0.0,GREEDY
82.0,25,car,2224.14,9999.81,16.17,0.57,-28186784#12_0,-28186784#12,28,0,574.16,1.44,0,safety,1,2,CH2_5.88GHz_EMERG,0.179,-130.04,-38.75,0.002,1248.02,0.0,GREEDY
82.0,26,car,5596.05,7681.61,5.91,-4.5,1531594653#1_0,1531594653#1,28,0,348.23,9.81,0,safety,1,3,CH3_5.90GHz_V2I,0.143,-105.96,-12.97,1.42,2.0,0.0053,GREEDY
82.0,27,car,1738.81,11319.94,6.16,0.0,-213057070#2_0,-213057070#2,28,0,491.88,5.72,0,safety,1,1,CH1_5.86GHz_V2V,0.179,-141.97,-11.56,0.973,2.95,0.0086,GREEDY
82.0,3,car,3278.79,7396.06,16.3,0.58,27934854#3_0,27934854#3,28,0,675.62,2.63,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.179,-133.21,-41.69,0.014,832.3,0.0,GREEDY
82.0,4,motorcycle,1672.54,9110.15,15.03,1.86,1110164312#0_1,1110164312#0,28,0,717.98,8.13,0,safety,1,2,CH2_5.88GHz_EMERG,0.179,-131.74,-23.87,0.059,41.12,0.0,GREEDY
82.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,28,0,335.04,11.76,0,safety,1,3,CH3_5.90GHz_V2I,0.143,-132.5,-15.87,0.737,3.56,0.0019,GREEDY
